Mean,Top1,Top5,Top10,Pos
1.0651,97.3289,99.6661,100.0,501.0
3.6541,63.2999,85.3923,92.1258,502.0
1.5274,89.0843,96.7058,98.1854,503.0
1.399,60.0993,100.0,100.0,504.0
1.1257,94.9285,99.2739,99.604,505.0
1.0,100.0,100.0,100.0,506.0
2.0363,35.5556,97.3984,99.8374,507.0
1.819,89.1316,95.9817,97.1143,508.0
1.1583,95.336,99.6371,99.7984,509.0
1.3083,90.6667,97.5733,99.76,510.0
1.0024,99.7611,100.0,100.0,511.0
1.0,100.0,100.0,100.0,512.0
1.0,100.0,100.0,100.0,513.0
1.1566,95.3323,98.8924,99.7627,514.0
1.4468,83.4385,98.3833,98.8959,515.0
1.0758,97.7883,99.684,99.684,516.0
1.1422,94.6875,98.75,100.0,517.0
1.0047,99.844,100.0,100.0,518.0
1.0,100.0,100.0,100.0,519.0
1.5187,57.3849,99.0137,100.0,520.0
1.0303,97.6515,100.0,100.0,521.0
1.0,100.0,100.0,100.0,522.0
1.2122,90.8245,99.1704,99.6983,523.0
1.4283,63.3183,99.8001,99.8501,524.0
2.7343,49.982,86.7596,95.7169,525.0
2.5142,65.1351,92.4499,98.2307,526.0
1.0224,99.1058,100.0,100.0,527.0
1.0,100.0,100.0,100.0,528.0
1.3131,94.7329,97.7745,99.1098,529.0
1.3722,84.64,99.3713,100.0,530.0
1.0566,96.3725,100.0,100.0,531.0
1.0585,98.3918,99.5614,99.8538,532.0
1.3973,82.6521,99.0511,99.854,533.0
2.1165,75.8578,94.2997,97.9202,534.0
1.0267,99.0282,99.8056,100.0,535.0
1.0,100.0,100.0,100.0,536.0
1.1334,94.6064,99.8542,99.8542,537.0
1.0109,99.5652,99.8551,100.0,538.0
1.6669,83.8192,97.3761,98.8338,539.0
1.0,100.0,100.0,100.0,540.0
1.5115,57.6479,100.0,100.0,541.0
1.5353,81.6523,98.7512,99.6158,542.0
1.0442,96.1538,99.8575,100.0,543.0
1.8077,83.8731,95.1416,97.6712,544.0
1.0042,99.8586,100.0,100.0,545.0
1.0806,98.0905,99.3635,99.7878,546.0
2.927,49.9526,92.1053,95.3058,547.0
2.1092,62.3296,95.8275,97.52,548.0
1.0,100.0,100.0,100.0,549.0
1.0076,99.7928,100.0,100.0,550.0
1.0301,97.6712,99.863,100.0,551.0
1.233,93.2993,98.3673,99.6939,552.0
1.0027,99.7283,100.0,100.0,553.0
1.0292,98.711,99.8643,100.0,554.0
1.0413,98.322,99.7732,99.9546,555.0
1.3043,92.6901,98.7404,99.3927,556.0
1.0,100.0,100.0,100.0,557.0
1.0405,99.3791,99.7386,99.8693,558.0
1.0,100.0,100.0,100.0,559.0
1.0,100.0,100.0,100.0,560.0
1.0,100.0,100.0,100.0,561.0
1.1352,92.9569,99.6827,99.8731,562.0
